ISINCode,AssetClass,SubAssetClass,IndexName,IndexAgg,IndexCode,IndexFamily,IndexProvider,ReturnType,RebalanceFrequency,ActivelyManaged,Backing,Synthetic,CurrencyHedge,HedgeFrom,HedgeTo,Development,Region,Country,EquitySize,EquityIsSector,EquitySectorCycles,EquitySector,EquitySubSector,EquityIsThematic,IsESG,EquityESGType,EquityIsFactor,EquityIsIncome,EquityIsValue,EquityIsQuality,EquityIsMomentum,EquityIsSize,EquityIsGrowth,EquityIsLowVol,EquityBetaCorrelation,FactorIsMultiFactor,EquityFactorDes,EquityIsStrategy,EquityBuybackYield,EquityIsCapped,EquityIsEqualWeight,EquityIsRiskWeight,EquityIsAlternativeWeight,EquityStrategyRevenueAbroad,EquityStrategyDes,FixedIncomeCategory,FixedIncomeType,FixedIncomeMaturityGroup,FixedIncomeMaturityName,FixedIncomeRatingGroup,FixedIncomeRating,FixedIncomeDominateCurrencyGroup,FixedIncomeDominateCurrency,FixedIncomeSector,FixedIncomeIsFloating,FixedIncomeFloatingFixed,FixedIncomeIsFactor,FixedIncomeIsLiquidity,FixedIncomeIsYield,FixedIncomeIsMomentum,FixedIncomeIsCarry,FixedIncomeIsQuality,FixedIncomeIsValue,FixedIncomeFactorDes,FixedIncomeIsStrategy,FixedIncomeInflationBreakeven,FixedIncomeDurationNeutral,FixedIncomeAlternativeWeight,FixedIncomeIsCapped,FixedIncomeStrategyDes,CurrencyType,CurrencyBucket1,CurrencyBucket2,CommoditySector,CommodityUnderlying,CommoditySpotForward,CommodityRollOptimised,CommodityPhysicalHeld,CommodityIsCapped,CommodityAlternativeWeight,CommodityStrategyDes,StructuredType,StructuredTracking,StructuredMultiple,StructuredLeverage,StructuredSector,ClassLevel1,ClassLevel2,ClassLevel3,ClassType
DE000ETC0217,Structured,Leveraged Commodity,Commerzbank 3x Silver Daily Long Index - USD,Commerzbank 3x Silver Daily Long,MZ00274,Commodity (Inverse) Leveraged,Commerzbank AG,Price Return,Daily,FALSE,Synthetic,Unfunded,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,Silver,3x,Leveraged,Precious Metal,Leveraged Commodity: Silver,(Inverse) Leveraged Precious Metal Commodity,Leveraged Commodity,Leveraged
XS1526242802,Structured,Leveraged Commodity,Solactive Silver Futures x2 Leveraged Index,Solactive Silver Futures x2 Leveraged,SL00324,Commodity (Inverse) Leveraged,Solactive,-,Daily,FALSE,Synthetic,Funded,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,Silver,2x,Leveraged,Precious Metal,Leveraged Commodity: Silver,(Inverse) Leveraged Precious Metal Commodity,Leveraged Commodity,Leveraged
XS1073721307,Structured,Leveraged Commodity,Solactive Silver Futures x3 Leveraged Index,Solactive Silver Futures x3 Leveraged,SL00325,Commodity (Inverse) Leveraged,Solactive,-,Daily,FALSE,Synthetic,Funded,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,Silver,3x,Leveraged,Precious Metal,Leveraged Commodity: Silver,(Inverse) Leveraged Precious Metal Commodity,Leveraged Commodity,Leveraged
DE000A2BGQW9,Structured,Inverse Commodity,NASDAQ Commodity Crude Oil ER Index,NASDAQ Commodity Crude Oil,NS01319,Nasdaq Commodity,Nasdaq,-,Annually,FALSE,-,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,-1x,Inverse,Energy,Inverse Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Inverse Leveraged Commodity,Inverse Leveraged
DE000A2BGQY5,Structured,Inverse Commodity,NASDAQ Commodity Crude Oil ER Index,NASDAQ Commodity Crude Oil,NS01319,Nasdaq Commodity,Nasdaq,-,Annually,FALSE,-,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,-2x,Inverse,Energy,Inverse Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Inverse Leveraged Commodity,Inverse Leveraged
DE000A133ZV2,Structured,Inverse Commodity,NASDAQ Commodity Crude Oil ER Index,NASDAQ Commodity Crude Oil,NS01319,Nasdaq Commodity,Nasdaq,-,Annually,FALSE,-,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,-3x,Inverse,Energy,Inverse Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Inverse Leveraged Commodity,Inverse Leveraged
DE000ETC0555,Structured,Inverse Commodity,Commerzbank ETC 1x WTI Oil Daily Long,Commerzbank ETC 1x WTI Oil Daily Long,MZ00304,Commodity (Inverse) Leveraged,Commerzbank AG,Price Return,Daily,FALSE,Synthetic,Funded,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,-1x,Inverse,Energy,Inverse Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Inverse Leveraged Commodity,Inverse Leveraged
DE000ETC0563,Structured,Inverse Commodity,Commerzbank ETC -2x WTI Oil Daily Short,Commerzbank ETC -2x WTI Oil Daily Short,MZ00289,Commodity (Inverse) Leveraged,Commerzbank AG,Price Return,Daily,FALSE,Synthetic,Funded,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,-2x,Inverse,Energy,Inverse Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Inverse Leveraged Commodity,Inverse Leveraged
DE000ETC0571,Structured,Inverse Commodity,Commerzbank -3x WTI Daily Short Index - USD,Commerzbank -3x WTI Daily Short,MZ00261,Commodity (Inverse) Leveraged,Commerzbank AG,Price Return,Daily,FALSE,Synthetic,Unfunded,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,-3x,Inverse,Energy,Inverse Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Inverse Leveraged Commodity,Inverse Leveraged
DE000ETC0589,Structured,Inverse Commodity,Commerzbank ETC -4x WTI Oil Daily Short,Commerzbank ETC -4x WTI Oil Daily Short,MZ00298,Commodity (Inverse) Leveraged,Commerzbank AG,Price Return,Daily,FALSE,Synthetic,Funded,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,-4x,Inverse,Energy,Inverse Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Inverse Leveraged Commodity,Inverse Leveraged
DE000A0V9XY2,Structured,Inverse Commodity,Bloomberg WTI Crude Oil Subindex,Bloomberg WTI Crude Oil,BB00078,BCOM Single Commodity,Bloomberg Indices,-,Annually,FALSE,-,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,-1x,Inverse,Energy,Inverse Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Inverse Leveraged Commodity,Inverse Leveraged
XS1073722370,Structured,Inverse Commodity,Solactive WTI Futures Short Index,Solactive WTI Futures Short,SL00327,Commodity (Inverse) Leveraged,Solactive,-,Daily,FALSE,Synthetic,Funded,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,-1x,Inverse,Energy,Inverse Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Inverse Leveraged Commodity,Inverse Leveraged
XS1073721729,Structured,Inverse Commodity,Solactive WTI Futures x3 short Leveraged Index,Solactive WTI Futures x3 short Leveraged,SL00330,Commodity (Inverse) Leveraged,Solactive,-,Daily,FALSE,Synthetic,Funded,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,-3x,Inverse,Energy,Inverse Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Inverse Leveraged Commodity,Inverse Leveraged
DE000A2BGQX7,Structured,Leveraged Commodity,NASDAQ Commodity Crude Oil ER Index,NASDAQ Commodity Crude Oil,NS01319,Nasdaq Commodity,Nasdaq,-,Annually,FALSE,-,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,2x,Leveraged,Energy,Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Leveraged Commodity,Leveraged
DE000A133ZT6,Structured,Leveraged Commodity,NASDAQ Commodity Crude Oil ER Index,NASDAQ Commodity Crude Oil,NS01319,Nasdaq Commodity,Nasdaq,-,Annually,FALSE,-,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,3x,Leveraged,Energy,Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Leveraged Commodity,Leveraged
IE00B1FZS350,Alternative & Multi-Assets,Real Estate,FTSE EPRA Nareit Developed Dividend+ Net Tax TR USD,FTSE EPRA Nareit Developed Dividend+,FT00545,FTSE EPRA Nareit Global Real Estate,FTSE Russell,Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,Global,Global Developed,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Estate Global Developed,Real Estate,Real Estate,Real Estate
DE000ETC0514,Structured,Leveraged Commodity,Commerzbank ETC -1x WTI Oil Daily Short,Commerzbank ETC -1x WTI Oil Daily Short,MZ00282,Commodity (Inverse) Leveraged,Commerzbank AG,Price Return,Daily,FALSE,Synthetic,Funded,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,1x,Leveraged,Energy,Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Leveraged Commodity,Leveraged
DE000ETC0522,Structured,Leveraged Commodity,Commerzbank 2x WTI Daily Long Index - USD,Commerzbank 2x WTI Daily Long,MZ00271,Commodity (Inverse) Leveraged,Commerzbank AG,Price Return,Daily,FALSE,Synthetic,Funded,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,2x,Leveraged,Energy,Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Leveraged Commodity,Leveraged
DE000ETC0530,Structured,Leveraged Commodity,Commerzbank 3x WTI Daily Long Index - USD,Commerzbank 3x WTI Daily Long,MZ00275,Commodity (Inverse) Leveraged,Commerzbank AG,Price Return,Daily,FALSE,Synthetic,Unfunded,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,3x,Leveraged,Energy,Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Leveraged Commodity,Leveraged
DE000ETC0548,Structured,Leveraged Commodity,Commerzbank ETC 4x WTI Oil Daily Long,Commerzbank ETC 4x WTI Oil Daily Long,MZ00315,Commodity (Inverse) Leveraged,Commerzbank AG,Price Return,Daily,FALSE,Synthetic,Funded,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,4x,Leveraged,Energy,Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Leveraged Commodity,Leveraged
XS1526243289,Structured,Leveraged Commodity,Solactive WTI Futures x2 Leveraged Index,Solactive WTI Futures x2 Leveraged,SL00328,Commodity (Inverse) Leveraged,Solactive,-,Daily,FALSE,Synthetic,Funded,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,2x,Leveraged,Energy,Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Leveraged Commodity,Leveraged
XS1490936645,Structured,Leveraged Commodity,Solactive WTI Futures x3 Leveraged Index,Solactive WTI Futures x3 Leveraged,SL00329,Commodity (Inverse) Leveraged,Solactive,-,Daily,FALSE,-,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,3x,Leveraged,Energy,Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Leveraged Commodity,Leveraged
GB00BF9B2X55,Structured,Leveraged Commodity,NYMEX WTI Light Sweet Crude Oil Futures,NYMEX WTI Crude Oil Futures,CM00346,Commodity Futures,CME,-,Monthly,FALSE,Synthetic,Funded,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,2x,Leveraged,Energy,Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Leveraged Commodity,Leveraged
GB00BF9B2Y62,Structured,Inverse Commodity,NYMEX WTI Light Sweet Crude Oil Futures,NYMEX WTI Crude Oil Futures,CM00346,Commodity Futures,CME,-,Monthly,FALSE,Synthetic,Funded,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,-2x,Inverse,Energy,Inverse Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Inverse Leveraged Commodity,Inverse Leveraged
GB00BF9B2Z79,Structured,Leveraged Commodity,NYMEX WTI Light Sweet Crude Oil Futures,NYMEX WTI Crude Oil Futures,CM00346,Commodity Futures,CME,-,Monthly,FALSE,-,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,3x,Leveraged,Energy,Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Leveraged Commodity,Leveraged
GB00BF9B3091,Structured,Leveraged Commodity,NYMEX WTI Light Sweet Crude Oil Futures,NYMEX WTI Crude Oil Futures,CM00346,Commodity Futures,CME,-,Monthly,FALSE,-,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,-3x,Inverse,Energy,Inverse Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Inverse Leveraged Commodity,Inverse Leveraged
JE00BYVJRS09,Structured,Leveraged Commodity,Solactive WTI Futures x5 Leveraged Index,Solactive WTI Futures x5 Leveraged,SL00331,Commodity (Inverse) Leveraged,Solactive,-,Daily,FALSE,-,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,5x,Leveraged,Energy,Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Leveraged Commodity,Leveraged
GB00BF6XFV33,Structured,Leveraged Commodity,NYMEX WTI Light Sweet Crude Oil Futures,NYMEX WTI Crude Oil Futures,CM00346,Commodity Futures,CME,-,Monthly,FALSE,-,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,5x,Leveraged,Energy,Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Leveraged Commodity,Leveraged
GB00BF9B3109,Structured,Leveraged Commodity,NYMEX WTI Light Sweet Crude Oil Futures,NYMEX WTI Crude Oil Futures,CM00346,Commodity Futures,CME,-,Monthly,FALSE,-,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,5x,Leveraged,Energy,Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Leveraged Commodity,Leveraged
GB00BF6XFW40,Structured,Leveraged Commodity,NYMEX WTI Light Sweet Crude Oil Futures,NYMEX WTI Crude Oil Futures,CM00346,Commodity Futures,CME,-,Monthly,FALSE,-,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,-5x,Inverse,Energy,Inverse Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Inverse Leveraged Commodity,Inverse Leveraged
GB00BF9B3216,Structured,Leveraged Commodity,NYMEX WTI Light Sweet Crude Oil Futures,NYMEX WTI Crude Oil Futures,CM00346,Commodity Futures,CME,-,Monthly,FALSE,-,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commodity,WTI Crude Oil,-5x,Inverse,Energy,Inverse Leveraged Commodity: WTI Crude Oil,(Inverse) Leveraged Energy Commodity,Inverse Leveraged Commodity,Inverse Leveraged
JE00B3SDPZ16,Structured,Leveraged Currency,MSFX Triple Long Canadian Dollar/Euro Index - EUR,MSFX Triple Long CAD/EUR,MS01272,MSFX Triple Long and Short Indices,Morgan Stanley,Gross Total Return,Daily,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,North America,Canada,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currency,Long CAD,3x,Leveraged,Long CAD,Leveraged Currency: Long CAD,(Inverse) Leveraged Long CAD Currency,Leveraged Currency,Leveraged
JE00B3XPTF07,Structured,Leveraged Currency,MSFX Triple Long Swiss Franc/EUR Index - EUR,MSFX Triple Long CHF/EUR,MS01273,MSFX Triple Long and Short Indices,Morgan Stanley,Gross Total Return,Daily,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Europe,Switzerland,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currency,Long CHF,3x,Leveraged,Long CHF,Leveraged Currency: Long CHF,(Inverse) Leveraged Long CHF Currency,Leveraged Currency,Leveraged
LU1681042864,Equity,Equity,MSCI USA NR EUR,MSCI USA,MC01158,MSCI US,MSCI,Net Total Return,Semi-annual,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,North America,US,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US Large & Mid Cap,US Market Cap,US,Market Cap
JE00B3S71Q64,Structured,Leveraged Currency,MSFX Triple Short Swiss Franc/Euro Index - EUR,MSFX Triple Short CHF/EUR,MS01287,MSFX Triple Long and Short Indices,Morgan Stanley,Gross Total Return,Daily,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Europe,Switzerland,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currency,Short CHF,3x,Leveraged,Short CHF,Leveraged Currency: Short CHF,(Inverse) Leveraged Short CHF Currency,Leveraged Currency,Leveraged
DE000ETN0271,Structured,Leveraged Equity,Commerzbank 3x SX5EF Daily Long Index - EUR,Commerzbank 3x SX5EF Daily Long,MZ00455,Equity (Inverse) Leveraged,Commerzbank AG,Price Return,Daily,FALSE,-,-,FALSE,-,-,Developed,Europe,EuroZone,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equity Index,STOXX,3x,Leveraged,Europe,Leveraged Equity Index: STOXX,(Inverse) Leveraged Europe Equity Index,Leveraged Equity Index,Leveraged
JE00B44CBN95,Structured,Leveraged Currency,MSFX Triple Short Japanese Yen/Euro Index - EUR,MSFX Triple Short JPY/EUR,MS01293,MSFX Triple Long and Short Indices,Morgan Stanley,Gross Total Return,Daily,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Asia Pacific,Japan,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currency,Short JPY,3x,Leveraged,Short JPY,Leveraged Currency: Short JPY,(Inverse) Leveraged Short JPY Currency,Leveraged Currency,Leveraged
JE00BMM1WV91,Structured,Leveraged Currency,MSFX 5x Long Australian Dollar/Euro Index - EUR,MSFX 5x Long AUD/EUR,MS01193,MSFX Five Times Leveraged (5X) Indices,Morgan Stanley,Gross Total Return,Daily,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Asia Pacific,Australia,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currency,Long AUD,5x,Leveraged,Long AUD,Leveraged Currency: Long AUD,(Inverse) Leveraged Long AUD Currency,Leveraged Currency,Leveraged
DE000A12Z3V6,Structured,Leveraged Currency,MSFX 5x Long Australian Dollar/Euro Index - EUR,MSFX 5x Long AUD/EUR,MS01193,MSFX Five Times Leveraged (5X) Indices,Morgan Stanley,-,Daily,FALSE,-,-,FALSE,-,-,Developed,Asia Pacific,Australia,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currency,Long AUD,5x,Leveraged,Long AUD,Leveraged Currency: Long AUD,(Inverse) Leveraged Long AUD Currency,Leveraged Currency,Leveraged
JE00BMM1WX16,Structured,Leveraged Currency,MSFX 5x Long Canadian Dollar/Euro Index - EUR,MSFX 5x Long CAD/EUR,MS01194,MSFX Five Times Leveraged (5X) Indices,Morgan Stanley,Gross Total Return,Daily,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,North America,Canada,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currency,Long CAD,5x,Leveraged,Long CAD,Leveraged Currency: Long CAD,(Inverse) Leveraged Long CAD Currency,Leveraged Currency,Leveraged
DE000A12Z3W4,Structured,Leveraged Currency,MSFX 5x Short Australian Dollar/Euro Index - EUR,MSFX 5x Short AUD/EUR,MS01202,MSFX Five Times Leveraged (5X) Indices,Morgan Stanley,-,Daily,FALSE,-,-,FALSE,-,-,Developed,Asia Pacific,Australia,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currency,Short AUD,5x,Leveraged,Short AUD,Leveraged Currency: Short AUD,(Inverse) Leveraged Short AUD Currency,Leveraged Currency,Leveraged
JE00BMM1WY23,Structured,Leveraged Currency,MSFX 5x Short Canadian Dollar/Euro Index - EUR,MSFX 5x Short CAD/EUR,MS01203,MSFX Five Times Leveraged (5X) Indices,Morgan Stanley,Gross Total Return,Daily,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,North America,Canada,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currency,Short CAD,5x,Leveraged,Short CAD,Leveraged Currency: Short CAD,(Inverse) Leveraged Short CAD Currency,Leveraged Currency,Leveraged
JE00BVZ6TJ17,Structured,Leveraged Currency,MSFX 5x Short Swiss Franc/Euro Index - EUR,MSFX 5x Short CHF/EUR,MS01204,MSFX Five Times Leveraged (5X) Indices,Morgan Stanley,Gross Total Return,Daily,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Europe,Switzerland,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currency,Short CHF,5x,Leveraged,Short CHF,Leveraged Currency: Short CHF,(Inverse) Leveraged Short CHF Currency,Leveraged Currency,Leveraged
DE000A15P0U3,Structured,Leveraged Currency,MSFX 5x Short Swiss Franc/Euro Index - EUR,MSFX 5x Short CHF/EUR,MS01204,MSFX Five Times Leveraged (5X) Indices,Morgan Stanley,-,Daily,FALSE,-,-,FALSE,-,-,Developed,Europe,Switzerland,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currency,Short CHF,5x,Leveraged,Short CHF,Leveraged Currency: Short CHF,(Inverse) Leveraged Short CHF Currency,Leveraged Currency,Leveraged
JE00BMM1XN82,Structured,Leveraged Currency,MSFX 5x Short Euro/British Pound Index - GBP,MSFX 5x Short EUR/GBP,MS01205,MSFX Five Times Leveraged (5X) Indices,Morgan Stanley,Gross Total Return,Daily,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Europe,EuroZone,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currency,Short EUR,5x,Leveraged,Short EUR,Leveraged Currency: Short EUR,(Inverse) Leveraged Short EUR Currency,Leveraged Currency,Leveraged
