ISINCode,AssetClass,SubAssetClass,IndexName,IndexAgg,IndexCode,IndexFamily,IndexProvider,ReturnType,RebalanceFrequency,ActivelyManaged,Backing,Synthetic,CurrencyHedge,HedgeFrom,HedgeTo,Development,Region,Country,EquitySize,EquityIsSector,EquitySectorCycles,EquitySector,EquitySubSector,EquityIsThematic,IsESG,EquityESGType,EquityIsFactor,EquityIsIncome,EquityIsValue,EquityIsQuality,EquityIsMomentum,EquityIsSize,EquityIsGrowth,EquityIsLowVol,EquityBetaCorrelation,FactorIsMultiFactor,EquityFactorDes,EquityIsStrategy,EquityBuybackYield,EquityIsCapped,EquityIsEqualWeight,EquityIsRiskWeight,EquityIsAlternativeWeight,EquityStrategyRevenueAbroad,EquityStrategyDes,FixedIncomeCategory,FixedIncomeType,FixedIncomeMaturityGroup,FixedIncomeMaturityName,FixedIncomeRatingGroup,FixedIncomeRating,FixedIncomeDominateCurrencyGroup,FixedIncomeDominateCurrency,FixedIncomeSector,FixedIncomeIsFloating,FixedIncomeFloatingFixed,FixedIncomeIsFactor,FixedIncomeIsLiquidity,FixedIncomeIsYield,FixedIncomeIsMomentum,FixedIncomeIsCarry,FixedIncomeIsQuality,FixedIncomeIsValue,FixedIncomeFactorDes,FixedIncomeIsStrategy,FixedIncomeInflationBreakeven,FixedIncomeDurationNeutral,FixedIncomeAlternativeWeight,FixedIncomeIsCapped,FixedIncomeStrategyDes,CurrencyType,CurrencyBucket1,CurrencyBucket2,CommoditySector,CommodityUnderlying,CommoditySpotForward,CommodityRollOptimised,CommodityPhysicalHeld,CommodityIsCapped,CommodityAlternativeWeight,CommodityStrategyDes,StructuredType,StructuredTracking,StructuredMultiple,StructuredLeverage,StructuredSector,ClassLevel1,ClassLevel2,ClassLevel3,ClassType
IE00BYV12Y75,Fixed Income,Fixed Income,Bloomberg Barclays 3-10 Year US Corporate Bond Index,Bloomberg Barclays US Corporate 3-10 Years,BB00116,Bloomberg Barclays Credit/Corporate,Bloomberg Indices,Net Total Return,Monthly,FALSE,Physical,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Corporate,Investment Grade,Intermediate (3-10Y),3-10Y,Investment Grade,Investment Grade,USD,USD,,FALSE,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,Global IG USD: Intermediate,Global IG,Global Investment Grade Corp,IG
IE00BYSZ5Z42,Fixed Income,Fixed Income,Bloomberg Barclays Euro 7-10 Year Treasury Bond Index - EUR,Bloomberg Barclays Euro Government 7-10 Year,BB00177,Bloomberg Barclays Treasury/Government,Bloomberg Indices,Net Total Return,Monthly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,EuroZone,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Government Related,Government,Intermediate (3-10Y),7-10Y,Investment Grade,Investment Grade,EUR,EUR,,FALSE,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,EuroZone Government: Intermediate,EuroZone Government,Europe Government,Government
LU1829218319,Fixed Income,Fixed Income,Bloomberg Barclays MSCI EUR Corporate Liquid FRN 0-7 Year SRI Sustainable Index,Bloomberg Barclays MSCI EUR Corporate Liquid FRN 0-7 Year SRI Sustainable,BB00146,Bloomberg Barclays MSCI ESG,Bloomberg Indices,Total Return,Monthly,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Global,Global Developed,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Corporate,Investment Grade,Intermediate (3-10Y),0-7Y,Investment Grade,Investment Grade,EUR,EUR,,TRUE,Floating,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,Equal Weighted,FALSE,Equal Weighted,,,,,,,,,,,,,,,,,Global IG EUR: Equal Weighted,Global IG,Global Investment Grade Corp,IG
IE00BF59RW70,Fixed Income,Fixed Income,Bloomberg Barclays EUR Corp Bonds 1-5 Y TR EUR,Bloomberg Barclays Euro Corporate 1-5 Year,BB00101,Bloomberg Barclays Credit/Corporate,Bloomberg Indices,-,Monthly,FALSE,-,-,FALSE,-,-,Developed,Global,Global Developed,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Corporate,Investment Grade,Intermediate (3-10Y),1-5Y,Investment Grade,Investment Grade,EUR,EUR,,FALSE,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,Global IG EUR: Intermediate,Global IG,Global Investment Grade Corp,IG
LU0969639128,Fixed Income,Fixed Income,Bloomberg Barclays Euro Treasury 1-10 Bond Index - EUR,Bloomberg Barclays Euro Treasury 1-10 Year,BB00185,Bloomberg Barclays Treasury/Government,Bloomberg Indices,Gross Total Return,Monthly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,EuroZone,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Government Related,Government,Intermediate (3-10Y),1-10Y,Investment Grade,Investment Grade,EUR,EUR,,FALSE,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,EuroZone Government: Intermediate,EuroZone Government,Europe Government,Government
IE00BS7K8821,Fixed Income,Fixed Income,Bloomberg Barclays Euro 3-5 Year Treasury Bond Index,Bloomberg Barclays Euro Government 3-5 Year,BB00172,Bloomberg Barclays Treasury/Government,Bloomberg Indices,Gross Total Return,Monthly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,EuroZone,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Government Related,Government,Intermediate (3-10Y),3-5Y,Investment Grade,Investment Grade,EUR,EUR,,FALSE,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,EuroZone Government: Intermediate,EuroZone Government,Europe Government,Government
LU1048314436,Fixed Income,Fixed Income,Bloomberg Barclays Euro Area Liquid Corporates 1-5 Year hedged to USD Index,Bloomberg Barclays Euro Area Liquid Corporates 1-5 Year,BB00098,Bloomberg Barclays Credit/Corporate,Bloomberg Indices,Total Return,Monthly,FALSE,Physical,-,TRUE,EUR,USD,Developed,Europe,EuroZone,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Corporate,Investment Grade,Intermediate (3-10Y),1-5Y,Investment Grade,Investment Grade,EUR,EUR,,FALSE,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,EuroZone IG: Intermediate,EuroZone IG,Europe Investment Grade Corp,IG
IE00B4L60045,Fixed Income,Fixed Income,Bloomberg Barclays Euro Corporate 1-5 Year Bond Index - EUR,Bloomberg Barclays Euro Corporate 1-5 Year,BB00101,Bloomberg Barclays Credit/Corporate,Bloomberg Indices,Gross Total Return,Monthly,FALSE,Physical,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Corporate,Investment Grade,Intermediate (3-10Y),1-5Y,Investment Grade,Investment Grade,EUR,EUR,,FALSE,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,Global IG EUR: Intermediate,Global IG,Global Investment Grade Corp,IG
LU1525418643,Fixed Income,Fixed Income,Bloomberg Barclays Euro Corporate BBB 1-5 Year Index - EUR,Bloomberg Barclays Euro Corporate BBB 1-5 Year,BB00102,Bloomberg Barclays Credit/Corporate,Bloomberg Indices,-,Monthly,FALSE,Physical,-,FALSE,-,-,Broad,Global,Global Broad,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Corporate,High Yield,Intermediate (3-10Y),1-5Y,High Yield,Baa1 - Baa3,EUR,EUR,,FALSE,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,Global HY EUR: Intermediate,Global HY,Global High Yield Corp,HY
IE00B3VTN290,Fixed Income,Fixed Income,Bloomberg Barclays Euro Government Bond 10 Year Term Index - EUR,Bloomberg Barclays Euro Government 10 Year,BB00169,Bloomberg Barclays Treasury/Government,Bloomberg Indices,Gross Total Return,Monthly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,EuroZone,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Government Related,Government,Intermediate (3-10Y),7-10Y,Investment Grade,Investment Grade,EUR,EUR,,FALSE,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,EuroZone Government: Intermediate,EuroZone Government,Europe Government,Government
SE0005466513,Equity,Equity,OMX Stockholm Benchmark Index - SEK,OMX Stockholm 30,NS01337,Nasdaq OMX Nordic Classic,Nasdaq,Gross Total Return,Semi-annual,FALSE,Synthetic,-,FALSE,-,-,Developed,Europe,Sweden,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweden Large Cap,Sweden Market Cap,Europe Nordic,Market Cap
SE0005466505,Equity,Equity,OMX Stockholm Benchmark Index - SEK,OMX Stockholm 30,NS01337,Nasdaq OMX Nordic Classic,Nasdaq,Gross Total Return,Semi-annual,FALSE,Synthetic,-,FALSE,-,-,Developed,Europe,Sweden,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweden Large Cap,Sweden Market Cap,Europe Nordic,Market Cap
SE0001342395,Equity,Equity,OMX Stockholm Benchmark Index - SEK,OMX Stockholm 30,NS01337,Nasdaq OMX Nordic Classic,Nasdaq,Gross Total Return,Semi-annual,FALSE,Synthetic,-,FALSE,-,-,Developed,Europe,Sweden,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweden Large Cap,Sweden Market Cap,Europe Nordic,Market Cap
SE0003051010,Equity,Equity,OMX Stockholm Benchmark Index - SEK,OMX Stockholm 30,NS01337,Nasdaq OMX Nordic Classic,Nasdaq,Gross Total Return,Semi-annual,FALSE,Synthetic,-,FALSE,-,-,Developed,Europe,Sweden,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweden Large Cap,Sweden Market Cap,Europe Nordic,Market Cap
LU1377381717,Equity,Equity,BNP Paribas Equity Low Vol Europe Total Return Index - EUR,BNP Paribas Equity Low Vol Europe,BP00225,BNP Paribas Smart Beta,BNP Paribas Indices,Total Return,Monthly,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Europe,Europe Developed,All Cap,FALSE,,,,FALSE,FALSE,-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Low Volatility,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe Developed: Low Volatility,Europe Developed Smart Beta,Europe Smart Beta,Smart Beta
LU1481201025,Equity,Equity,BNP Paribas Equity Low Vol Europe Total Return Index - EUR,BNP Paribas Equity Low Vol Europe,BP00225,BNP Paribas Smart Beta,BNP Paribas Indices,Total Return,Monthly,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Europe,Europe Developed,All Cap,FALSE,,,,FALSE,FALSE,-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Low Volatility,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe Developed: Low Volatility,Europe Developed Smart Beta,Europe Smart Beta,Smart Beta
LU0392495536,Equity,Equity,Dow Jones Russia GDR Index,Dow Jones Russia GDR,SP00390,Dow Jones Russia GDR,S&P Dow Jones Indices,Gross Total Return,Quarterly,FALSE,Synthetic,Funded,FALSE,-,-,Emerging,Europe,Russia,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russia Large Cap,Russia Market Cap,Europe Emerging,Market Cap
BGCROEX03189,Equity,Equity,Croatia CROBEX,CROBEX,ZG00239,Broad Market Indices,Zagreb Stock Exchange,-,Semi-annual,FALSE,Physical,-,FALSE,-,-,Emerging,Europe,Croatia,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia Large Cap,Croatia Market Cap,Europe Emerging,Market Cap
BGGRASE06174,Equity,Equity,ATHEX Composite Share Price Index - EUR,ATHEX Composite,GR00234,Broad Market Indices,Athens Stock Exchange,-,Semi-annual,FALSE,Physical,-,FALSE,-,-,Emerging,Europe,Greece,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greece Large Cap,Greece Market Cap,Europe Emerging,Market Cap
BGHUBUX01189,Equity,Equity,BUX Index - HUF,BUX,HU00238,Broad Market Indices,Budapest Stock Exchange Ltd.,-,Semi-annual,FALSE,Physical,-,FALSE,-,-,Emerging,Europe,Hungary,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hungary Large Cap,Hungary Market Cap,Europe Emerging,Market Cap
BGROBET05176,Equity,Equity,BET Index - RON,BET,RO00237,Broad Market Indices,Bucharest Stock Exchange,-,Quarterly,FALSE,Physical,-,FALSE,-,-,Emerging,Europe,Romania,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romania Large Cap,Romania Market Cap,Europe Emerging,Market Cap
BGSRBBE05183,Equity,Equity,BELEX15 Index - RSD,BELEX15,RS00236,Broad Market Indices,Belgrade Stock Exchange,-,Semi-annual,FALSE,Physical,-,FALSE,-,-,Emerging,Europe,Serbia,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serbia Large Cap,Serbia Market Cap,Europe Emerging,Market Cap
IE00B1FZS806,Fixed Income,Fixed Income,Bloomberg Barclays Euro Government Bond 10 Year Term Index - EUR,Bloomberg Barclays Euro Government 10 Year,BB00169,Bloomberg Barclays Treasury/Government,Bloomberg Indices,Gross Total Return,Monthly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,EuroZone,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Government Related,Government,Intermediate (3-10Y),7-10Y,Investment Grade,Investment Grade,EUR,EUR,,FALSE,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,EuroZone Government: Intermediate,EuroZone Government,Europe Government,Government
LU1923627092,Equity,Equity,MSCI Russia IMI Select GDR Net Total Return USD Index,MSCI Russia IMI Select GDR,MC01026,MSCI Global Investable Market Indices (IMI),MSCI,Price Return,Quarterly,FALSE,Synthetic,Unfunded,FALSE,-,-,Emerging,Europe,Russia,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russia Large Cap,Russia Market Cap,Europe Emerging,Market Cap
LU1923627332,Equity,Equity,MSCI Russia IMI Select GDR Net Total Return USD Index,MSCI Russia IMI Select GDR,MC01026,MSCI Global Investable Market Indices (IMI),MSCI,Price Return,Quarterly,FALSE,Synthetic,Unfunded,FALSE,-,-,Emerging,Europe,Russia,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russia Large Cap,Russia Market Cap,Europe Emerging,Market Cap
LU1900068757,Equity,Equity,MSCI Select OECD Emerging Markets GDP Weighted Index,MSCI Select OECD Emerging Markets GDP Weighted,MC00983,MSCI GDP Weighted,MSCI,Net Total Return,Annually,FALSE,Synthetic,Unfunded,FALSE,-,-,Emerging,Global,Global Emerging,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,GDP Weighted,FALSE,GDP Weighted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Emerging Large & Mid Cap,Global Emerging Market Cap,Global Emerging,Market Cap
FR0011869387,Equity,Equity,Dow Jones Russia GDR Index,Dow Jones Russia GDR,SP00390,Dow Jones Russia GDR,S&P Dow Jones Indices,Price Return,Quarterly,FALSE,Synthetic,Unfunded,FALSE,-,-,Emerging,Europe,Russia,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russia Large Cap,Russia Market Cap,Europe Emerging,Market Cap
LU1838002480,Equity,Equity,Rise Of The Robots NTR Index,Rise Of The Robots,SG01546,Societe Generale Global,Societe Generale Index,-,Annually,FALSE,Synthetic,Unfunded,FALSE,-,-,Broad,Global,Global Broad,All Cap,TRUE,Cyclical,Information Technology,Automation & Robotics,TRUE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Broad: Information Technology,Global Broad Industry Sector,Global Industry Sector,Industry Sectors
LU1810006863,Equity,Equity,Scientific Beta Developed Multi-Beta Multi-Strategy Managed Volatility L/S Equity Market Neutral x3.5 Index - EUR,Scientific Beta Developed Multi-Beta Multi-Strategy Managed Volatility L/S Equity Market Neutral x3.5 Index,EX01499,Scientific Beta Multi-Beta Multi-Strategy,ERI Scientific Beta,-,Quarterly,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Global,Global Developed,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Multi-Factor,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Developed: Multi-Factor,Global Developed Smart Beta,Global Developed Smart Beta,Smart Beta
LU1081771369,Equity,Equity,SG Global Value Beta Net Total Return Index - EUR,SG Global Value Beta,SG01553,Societe Generale Strategy,Societe Generale Index,Net Total Return,Quarterly,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Global,Global Developed,All Cap,FALSE,,,,FALSE,FALSE,-,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Value,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Developed: Value,Global Developed Smart Beta,Global Developed Smart Beta,Smart Beta
LU1810006780,Equity,Equity,Scientific Beta Developed Multi-Beta Multi-Strategy Managed Volatility L/S Equity Market Neutral x 3.5 Index,Scientific Beta Developed Multi-Beta Multi-Strategy Managed Volatility L/S Equity Market Neutral x3.5 Index,EX01499,Scientific Beta Multi-Beta Multi-Strategy,ERI Scientific Beta,-,Quarterly,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Global,Global Developed,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Multi-Factor,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Developed: Multi-Factor,Global Developed Smart Beta,Global Developed Smart Beta,Smart Beta
LU1254453738,Equity,Equity,Ossiam Japan Minimum Variance Index - JPY,Ossiam Japan Minimum Variance,OS01383,Ossiam Minimum Variance,Ossiam,Net Total Return,Monthly,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Asia Pacific,Japan,Large Cap,FALSE,,,,FALSE,FALSE,-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Low Volatility,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan: Low Volatility,Japan Smart Beta,Asia Smart Beta,Smart Beta
NL0010731816,Equity,Equity,Solactive European Equity Index,Solactive European Equity,SL01584,Solactive Global Benchmark Series,Solactive,Gross Total Return,Annually,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Europe Developed,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe Developed Large Cap,Europe Developed Market Cap,Europe Developed Regional,Market Cap
NL0009690221,Equity,Equity,Solactive Global Equity Index,Solactive Global Equity,SL01590,Solactive Global Benchmark Series,Solactive,Gross Total Return,Annually,FALSE,Physical,-,FALSE,-,-,Developed,Global,Global Developed,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,-,FALSE,Equal Weighted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Developed Large Cap: Equal Weighted,Global Developed Market Cap,Global Developed,Market Cap
IE00BQQ3Q067,Equity,Equity,WisdomTree Emerging Markets High Dividend Index,WisdomTree Emerging Markets High Dividend,WT01731,WisdomTree Emerging Markets,WisdomTree,Net Total Return,Annually,FALSE,Physical,-,FALSE,-,-,Emerging,Global,Global Emerging,All Cap,FALSE,,,,FALSE,FALSE,-,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Income,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Emerging: Income,Global Emerging Smart Beta,Global Emerging Smart Beta,Smart Beta
FR0011884121,Equity,Equity,TOPIX Total Return EUR Daily Hedge Index,TOPIX Total Return EUR Daily Hedge,JP01699,TOPIX,Japan Exchange Group,Gross Total Return,Daily,FALSE,Synthetic,Unfunded,TRUE,JPY,EUR,Developed,Asia Pacific,Japan,All Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan All Cap,Japan Market Cap,Japan,Market Cap
LU1169821615,Equity,Equity,MSCI UK 100% Hedged to SGD Index - SGD,MSCI UK 100% Hedged to SGD,MC01155,MSCI United Kingdom,MSCI,Net Total Return,Monthly,FALSE,Physical,-,TRUE,GBP,SGD,Developed,Europe,UK,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK Large & Mid Cap,UK Market Cap,UK,Market Cap
IE00BDF12W49,Equity,Equity,WisdomTree Emerging Markets High Dividend Index,WisdomTree Emerging Markets High Dividend,WT01731,WisdomTree Emerging Markets,WisdomTree,Net Total Return,Annually,FALSE,Physical,-,FALSE,-,-,Emerging,Global,Global Emerging,All Cap,FALSE,,,,FALSE,FALSE,-,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Income,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Emerging: Income,Global Emerging Smart Beta,Global Emerging Smart Beta,Smart Beta
SE0011452127,Equity,Equity,OMX Copenhagen 25 GI Index - DKK,OMX Copenhagen 25,NS01334,Nasdaq OMX Nordic Classic,Nasdaq,-,Semi-annual,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Denmark,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denmark Large Cap,Denmark Market Cap,Europe Nordic,Market Cap
